away,forecast,home,week,wind,year
Jaguars,64f Mostly Cloudy,Steelers,6,,2011
Eagles,69f Fair,Redskins,6,,2011
49ers,DOME,Lions,6,,2011
Rams,58f Partly Cloudy and Breezy,Packers,6,,2011
Panthers,DOME,Falcons,6,,2011
Texans,68f Fair,Ravens,6,,2011
Browns,74f Mostly Cloudy,Raiders,6,,2011
Saints,86f Mostly Cloudy,Buccaneers,6,,2011
Cowboys,63f A Few Clouds,Patriots,6,,2011
Vikings,53f Fair,Bears,6,,2011
Dolphins,69f Fair,Jets,6,,2011
Broncos,79f Partly Cloudy,Dolphins,7,,2011
Chargers,70f Fair with Haze,Jets,7,,2011
Texans,69f Mostly Cloudy,Titans,7,,2011
Falcons,DOME,Lions,7,,2011
Redskins,67f Partly Cloudy,Panthers,7,,2011
Bears,67f Fair,Buccaneers,7,15m N,2011
Seahawks,63f Overcast,Browns,7,,2011
Steelers,DOME,Cardinals,7,,2011
Chiefs,77f A Few Clouds,Raiders,7,,2011
Packers,DOME,Vikings,7,,2011
Rams,73f Partly Cloudy,Cowboys,7,,2011
Colts,DOME,Saints,7,,2011
Ravens,69f Fair,Jaguars,7,,2011
Dolphins,45f Fair,Giants,8,,2011
Jaguars,69f Partly Cloudy,Texans,8,,2011
Colts,59f Mostly Cloudy,Titans,8,,2011
Vikings,59f Partly Cloudy,Panthers,8,,2011
Saints,DOME,Rams,8,,2011
Cardinals,63f Mostly Sunny,Ravens,8,,2011
Lions,59f A Few Clouds,Broncos,8,,2011
Redskins,DOME,Bills,8,,2011
Patriots,40f Fair with Haze,Steelers,8,,2011
Browns,63f Mostly Sunny,49ers,8,,2011
Bengals,59f Overcast,Seahawks,8,,2011
Cowboys,34f Fair,Eagles,8,,2011
Chargers,61f Fair,Chiefs,8,,2011
Jets,61f Partly Cloudy,Bills,9,,2011
Browns,77f Overcast,Texans,9,,2011
Dolphins,63f Mostly Cloudy,Chiefs,9,,2011
Seahawks,75f Partly Cloudy,Cowboys,9,,2011
49ers,58f A Few Clouds,Redskins,9,,2011
Buccaneers,DOME,Saints,9,,2011
Falcons,DOME,Colts,9,,2011
Broncos,62f Mostly Cloudy,Raiders,9,,2011
Bengals,64f A Few Clouds,Titans,9,,2011
Giants,50f Fair,Patriots,9,,2011
Packers,54f Fog/Mist,Chargers,9,,2011
Rams,DOME,Cardinals,9,,2011
Ravens,48f Fair,Steelers,9,,2011
Bears,39f Fair,Eagles,9,,2011
Raiders,67f Fair,Chargers,10,,2011
Bills,81f Clear,Cowboys,10,,2011
Titans,59f Overcast,Panthers,10,,2011
Texans,78f A Few Clouds,Buccaneers,10,,2011
Steelers,65f Overcast and Breezy,Bengals,10,,2011
Jaguars,DOME,Colts,10,,2011
Broncos,69f Fair,Chiefs,10,,2011
Cardinals,61f Fair,Eagles,10,,2011
Saints,DOME,Falcons,10,,2011
Redskins,78f Partly Cloudy,Dolphins,10,,2011
Rams,63f Mostly Cloudy,Browns,10,,2011
Ravens,50f Overcast,Seahawks,10,,2011
Lions,71f Mostly Cloudy,Bears,10,,2011
Giants,60f Partly Sunny,49ers,10,,2011
Patriots,56f A Few Clouds,Jets,10,,2011
Vikings,46f A Few Clouds,Packers,10,,2011
Jets,48f Partly Cloudy,Broncos,11,,2011
Raiders,DOME,Vikings,11,,2011
Bills,75f Light Rain,Dolphins,11,,2011
Jaguars,50f Overcast,Browns,11,,2011
Bengals,64f Overcast,Ravens,11,,2011
Cowboys,67f Fair,Redskins,11,,2011
Panthers,DOME,Lions,11,,2011
Buccaneers,32f Overcast,Packers,11,,2011
Cardinals,55f Rain Showers,49ers,11,,2011
Seahawks,DOME,Rams,11,,2011
Titans,DOME,Falcons,11,,2011
Chargers,41f Overcast,Bears,11,,2011
Eagles,56f Fair,Giants,11,,2011
Chiefs,30f Fair,Patriots,11,,2011
Packers,DOME,Lions,12,,2011
Dolphins,59f Clear,Cowboys,12,,2011
49ers,36f Fair,Ravens,12,,2011
Bills,62f Fair,Jets,12,,2011
Browns,60f Light Rain,Bengals,12,,2011
Texans,79f Mostly Cloudy,Jaguars,12,,2011
Vikings,DOME,Falcons,12,,2011
Cardinals,DOME,Rams,12,,2011
Panthers,DOME,Colts,12,,2011
Buccaneers,46f Overcast,Titans,12,,2011
Redskins,49f Light Rain,Seahawks,12,,2011
Bears,60f Mostly Cloudy,Raiders,12,,2011
Patriots,57f Fair,Eagles,12,,2011
Broncos,82f Fair,Chargers,12,,2011
Steelers,34f A Few Clouds,Chiefs,12,,2011
Giants,DOME,Saints,12,,2011
Eagles,39f Fair,Seahawks,13,,2011
Jets,56f Fair,Redskins,13,,2011
Chiefs,41f Light Drizzle,Bears,13,,2011
Titans,58f Mostly Cloudy,Bills,13,,2011
Raiders,80f Partly Cloudy,Dolphins,13,,2011
Bengals,60f Partly Cloudy,Steelers,13,,2011
Panthers,78f Partly Cloudy,Buccaneers,13,,2011
Falcons,71f Light Rain,Texans,13,,2011
Broncos,DOME,Vikings,13,,2011
Colts,54f Mostly Cloudy,Patriots,13,,2011
Ravens,51f Light Rain,Browns,13,,2011
Packers,52f Fair,Giants,13,,2011
Cowboys,DOME,Cardinals,13,,2011
Rams,56f Sunny,49ers,13,,2011
Lions,DOME,Saints,13,,2011
Chargers,68f Partly Cloudy,Jaguars,13,,2011
Browns,30f Partly Cloudy,Steelers,14,,2011
Patriots,40f Fair,Redskins,14,,2011
Chiefs,40f Fair,Jets,14,,2011
Texans,38f Fair,Bengals,14,,2011
Colts,45f Fair,Ravens,14,,2011
Vikings,DOME,Lions,14,,2011
Falcons,48f Partly Cloudy,Panthers,14,,2011
Eagles,78f Partly Cloudy,Dolphins,14,,2011
Buccaneers,60f Light Rain and Breezy,Jaguars,14,,2011
Saints,46f Partly Cloudy,Titans,14,,2011
49ers,DOME,Cardinals,14,,2011
Bears,46f A Few Clouds,Broncos,14,,2011
Raiders,41f Fair,Packers,14,,2011
Bills,57f Mostly Cloudy,Chargers,14,,2011
Giants,52f Overcast,Cowboys,14,,2011
Rams,36f Fair,Seahawks,14,,2011
Jaguars,DOME,Falcons,15,,2011
Cowboys,67f Fair,Buccaneers,15,,2011
Bengals,DOME,Rams,15,,2011
Dolphins,32f Light Snow,Bills,15,,2011
Titans,DOME,Colts,15,,2011
Redskins,31f Fair,Giants,15,,2011
Seahawks,40f Partly Cloudy,Bears,15,,2011
Saints,DOME,Vikings,15,,2011
Panthers,61f Mostly Cloudy,Texans,15,,2011
Packers,57f Fair,Chiefs,15,,2011
Lions,51f Mostly Cloudy,Raiders,15,,2011
Jets,33f Fair,Eagles,15,,2011
Browns,DOME,Cardinals,15,,2011
Patriots,59f A Few Clouds,Broncos,15,,2011
Ravens,55f Fair,Chargers,15,,2011
Steelers,52f Mostly Sunny,49ers,15,,2011
Texans,DOME,Colts,16,,2011
Broncos,31f A Few Clouds,Bills,16,,2011
Dolphins,32f Fair,Patriots,16,,2011
Browns,45f Fair,Ravens,16,,2011
Jaguars,47f Mostly Cloudy,Titans,16,,2011
Raiders,47f Fair,Chiefs,16,,2011
Giants,37f Fair,Jets,16,,2011
Vikings,44f Fair,Redskins,16,,2011
Buccaneers,51f Mostly Cloudy,Panthers,16,,2011
Cardinals,41f Fair,Bengals,16,,2011
Rams,37f Overcast,Steelers,16,,2011
Chargers,DOME,Lions,16,,2011
Eagles,43f Overcast,Cowboys,16,,2011
49ers,53f Fair,Seahawks,16,,2011
Bears,35f Overcast,Packers,16,,2011
Falcons,DOME,Saints,16,,2011
Jets,77f A Few Clouds,Dolphins,17,,2011
Bills,54f Fair,Patriots,17,,2011
Titans,66f Fair,Texans,17,,2011
Colts,72f Fair,Jaguars,17,,2011
Redskins,52f Fair,Eagles,17,,2011
Lions,30f Overcast,Packers,17,,2011
Bears,DOME,Vikings,17,,2011
Panthers,DOME,Saints,17,,2011
49ers,DOME,Rams,17,,2011
Ravens,43f Partly Cloudy and Breezy,Bengals,17,,2011
Steelers,40f Overcast and Breezy,Browns,17,,2011
Buccaneers,DOME,Falcons,17,,2011
Chiefs,32f Mostly Cloudy,Broncos,17,,2011
Chargers,56f A Few Clouds,Raiders,17,,2011
Seahawks,DOME,Cardinals,17,,2011
Cowboys,50f Light Rain,Giants,17,,2011
Cowboys,74f Fair,Giants,1,0m N,2012
Dolphins,83f A Few Clouds,Texans,1,10m N,2012
Colts,70f Mostly Cloudy,Bears,1,11m N,2012
Eagles,68f Partly Cloudy,Browns,1,5m NNW,2012
Patriots,77f Fair,Titans,1,0m N,2012
Falcons,73f Fair,Chiefs,1,6m NNE,2012
Jaguars,DOME,Vikings,1,3m N,2012
Redskins,DOME,Saints,1,9m N,2012
Bills,77f Fair,Jets,1,4m W,2012
Rams,DOME,Lions,1,5m NNW,2012
49ers,71f Fair,Packers,1,6m NW,2012
Seahawks,DOME,Cardinals,1,12m E,2012
Panthers,80f  Light Rain,Buccaneers,1,5m NW,2012
Steelers,82f A Few Clouds,Broncos,1,9m SE,2012
Bengals,60f Fair,Ravens,1,0m N,2012
Chargers,60f Patchy Fog,Raiders,1,7m NW,2012
Bears,54f Fair,Packers,2,3m WSW,2012
Chiefs,68f Mostly Cloudy,Bills,2,13m SW,2012
Browns,76f Fair,Bengals,2,3m NW,2012
Vikings,DOME,Colts,2,3m N,2012
Saints,70f Overcast,Panthers,2,3m ESE,2012
Texans,85f Mostly Cloudy,Jaguars,2,9m E,2012
Cardinals,71f Fair,Patriots,2,11m WNW,2012
Buccaneers,75f Mostly Cloudy,Giants,2,8m W,2012
Ravens,74f Fair,Eagles,2,13m W,2012
Redskins,DOME,Rams,2,7m SSW,2012
Cowboys,71f Fair,Seahawks,2,6m WNW,2012
Raiders,83f Mostly Cloudy,Dolphins,2,7m E,2012
Jets,71f Fair,Steelers,2,5m ESE,2012
Titans,80f Fair,Chargers,2,8m SW,2012
Lions,62f Fair,49ers,2,2m SW,2012
Broncos,DOME,Falcons,2,7m S,2012
Giants,67f Partly Cloudy,Panthers,3,0m N,2012
Rams,58f Mostly Cloudy,Bears,3,9m W,2012
Bills,51f Overcast,Browns,3,6m SSW,2012
Buccaneers,88f Clear,Cowboys,3,0m N,2012
Jets,79f   Thunderstorm in Vicinity Light Rain Fog/Mist,Dolphins,3,6m ENE,2012
49ers,DOME,Vikings,3,7m NW,2012
Chiefs,DOME,Saints,3,6m NNE,2012
Bengals,67f Fair,Redskins,3,10m NW,2012
Lions,68f A Few Clouds,Titans,3,8m NNW,2012
Jaguars,DOME,Colts,3,10m W,2012
Eagles,DOME,Cardinals,3,0m N,2012
Falcons,83f NA,Chargers,3,5m NW,2012
Texans,86f Partly Cloudy,Broncos,3,11m W,2012
Steelers,68f Mostly Cloudy,Raiders,3,15m WNW,2012
Patriots,54f Overcast,Ravens,3,0m N,2012
Packers,69f Partly Cloudy,Seahawks,3,7m NW,2012
Browns,67f Mostly Cloudy,Ravens,4,0m N,2012
Panthers,DOME,Falcons,4,3m ESE,2012
Patriots,61f Mostly Cloudy,Bills,4,3m NNE,2012
Vikings,DOME,Lions,4,11m E,2012
Chargers,73f Fair,Chiefs,4,0m N,2012
Seahawks,DOME,Rams,4,5m NE,2012
49ers,67f Overcast,Jets,4,9m WSW,2012
Titans,67f  Light Drizzle,Texans,4,13m NNW,2012
Dolphins,DOME,Cardinals,4,8m SSE,2012
Bengals,83f Fair,Jaguars,4,8m SE,2012
Raiders,73f Mostly Cloudy,Broncos,4,10m SW,2012
Saints,65f A Few Clouds,Packers,4,5m ENE,2012
Redskins,84f Fair,Buccaneers,4,8m SW,2012
Giants,58f  Light Rain,Eagles,4,8m WNW,2012
Bears,79f Clear,Cowboys,4,6m WNW,2012
Cardinals,DOME,Rams,5,11m NNW,2012
Dolphins,51f Mostly Cloudy,Bengals,5,7m WSW,2012
Packers,DOME,Colts,5,9m W,2012
Ravens,53f Fair,Chiefs,5,3m N,2012
Titans,DOME,Vikings,5,8m SW,2012
Falcons,52f Overcast,Redskins,5,4m NNE,2012
Browns,52f Overcast,Giants,5,4m S,2012
Eagles,47f  Light Rain,Steelers,5,7m NW,2012
Seahawks,56f Overcast,Panthers,5,6m NNE,2012
Bears,83f Fair,Jaguars,5,6m ESE,2012
Broncos,53f Overcast,Patriots,5,0m N,2012
Bills,70f Mostly Cloudy,49ers,5,6m SW,2012
Chargers,DOME,Saints,5,13m N,2012
Texans,51f Fair,Jets,5,3m NNE,2012
Steelers,61f Overcast,Titans,6,4m SW,2012
Raiders,DOME,Falcons,6,5m S,2012
Bengals,75f Fair and Breezy,Browns,6,18m SSW,2012
Rams,85f Mostly Cloudy,Dolphins,6,17m ENE,2012
Colts,70f Partly Cloudy,Jets,6,11m SW,2012
Lions,73f Mostly Cloudy,Eagles,6,14m SW,2012
Cowboys,80f Fair,Ravens,6,8m SE,2012
Chiefs,88f Partly Cloudy,Buccaneers,6,9m E,2012
Patriots,63f Lt Rain,Seahawks,6,3m ESE,2012
Bills,DOME,Cardinals,6,5m SE,2012
Giants,77f Clear,49ers,6,2m WSW,2012
Vikings,71f Fair,Redskins,6,12m SSW,2012
Packers,77f Partly Cloudy,Texans,6,7m SSW,2012
Broncos,70f Clear,Chargers,6,2m W,2012
Seahawks,73f Clear,49ers,7,6m SSE,2012
Titans,55f Partly Cloudy,Bills,7,14m WSW,2012
Browns,DOME,Colts,7,7m ESE,2012
Redskins,67f A Few Clouds,Giants,7,15m NW,2012
Saints,81f Fair,Buccaneers,7,7m ENE,2012
Cowboys,67f Fair,Panthers,7,4m N,2012
Ravens,83f Mostly Cloudy,Texans,7,11m SSE,2012
Packers,DOME,Rams,7,5m SE,2012
Cardinals,DOME,Vikings,7,11m SSE,2012
Jets,60f Partly Cloudy,Patriots,7,5m WNW,2012
Jaguars,63f Mostly Cloudy,Raiders,7,11m W,2012
Steelers,53f Fair,Bengals,7,0m N,2012
Lions,66f Overcast,Bears,7,9m SW,2012
Buccaneers,DOME,Vikings,8,9m W,2012
Panthers,47f Mostly Cloudy and Breezy,Bears,8,18m NNE,2012
Chargers,45f  Rain Fog/Mist and Breezy,Browns,8,18m NNE,2012
Seahawks,DOME,Lions,8,18m NNE,2012
Jaguars,45f Fair,Packers,8,7m NNE,2012
Colts,57f Mostly Cloudy,Titans,8,12m N,2012
Patriots,48f Rain,Rams,8,9m SSW,2012
Dolphins,59f Overcast,Jets,8,8m NNE,2012
Falcons,58f  Light Rain,Eagles,8,13m NE,2012
Redskins,45f  Light Rain Fog/Mist,Steelers,8,8m NNW,2012
Raiders,51f Fair,Chiefs,8,3m N,2012
Giants,63f Clear,Cowboys,8,7m NE,2012
Saints,54f Partly Cloudy,Broncos,8,3m WSW,2012
49ers,DOME,Cardinals,8,3m SSW,2012
Chiefs,61f Overcast,Chargers,9,3m WNW,2012
Broncos,48f Overcast,Bengals,9,3m NNW,2012
Ravens,41f Overcast,Browns,9,6m NNW,2012
Cardinals,39f Overcast,Packers,9,0m N,2012
Bears,51f Mostly Cloudy,Titans,9,5m N,2012
Dolphins,DOME,Colts,9,11m NNE,2012
Panthers,49f Fair,Redskins,9,10m WNW,2012
Lions,81f Fair,Jaguars,9,9m WSW,2012
Bills,78f Partly Cloudy,Texans,9,6m NE,2012
Buccaneers,73f A Few Clouds,Raiders,9,6m WNW,2012
Vikings,61f Overcast,Seahawks,9,3m SSE,2012
Steelers,45f A Few Clouds,Giants,9,9m WNW,2012
Cowboys,DOME,Falcons,9,6m WNW,2012
Eagles,DOME,Saints,9,11m SW,2012
Colts,47f Fair,Jaguars,10,0m N,2012
Giants,67f Fair,Bengals,10,14m S,2012
Titans,79f Mostly Cloudy,Dolphins,10,14m E,2012
Lions,DOME,Vikings,10,9m W,2012
Bills,64f Fair,Patriots,10,8m SSW,2012
Falcons,DOME,Saints,10,16m SSE,2012
Chargers,79f Mostly Cloudy,Buccaneers,10,6m N,2012
Broncos,71f Mostly Cloudy,Panthers,10,7m WSW,2012
Raiders,69f Fair,Ravens,10,0m N,2012
Jets,48f Overcast,Seahawks,10,0m N,2012
Cowboys,62f A Few Clouds,Eagles,10,4m SSE,2012
Rams,60f Fair,49ers,10,4m WSW,2012
Texans,54f  Fog/Mist,Bears,10,7m S,2012
Chiefs,42f  Light Rain Fog/Mist,Steelers,10,11m SW,2012
Dolphins,36f A Few Clouds,Bills,11,0m N,2012
Cardinals,DOME,Falcons,11,9m NNE,2012
Browns,63f Partly Cloudy,Cowboys,11,5m SSE,2012
Packers,DOME,Lions,11,4m E,2012
Bengals,60f Fair,Chiefs,11,12m S,2012
Jets,DOME,Rams,11,5m SSE,2012
Eagles,52f A Few Clouds,Redskins,11,10m ENE,2012
Buccaneers,55f Mostly Cloudy,Panthers,11,13m NE,2012
Jaguars,70f A Few Clouds,Texans,11,5m SE,2012
Saints,62f Mostly Cloudy,Raiders,11,3m S,2012
Colts,40f Fair,Patriots,11,0m N,2012
Chargers,63f Partly Cloudy,Broncos,11,13m W,2012
Ravens,44f Fair,Steelers,11,6m ESE,2012
Bears,56f NA,49ers,11,2m SE,2012
Texans,DOME,Lions,12,11m SSW,2012
Redskins,75f Clear,Cowboys,12,14m SSE,2012
Patriots,41f Fair,Jets,12,0m N,2012
Vikings,40f Mostly Cloudy,Bears,12,4m WNW,2012
Raiders,45f Fair,Bengals,12,13m SW,2012
Steelers,38f Mostly Cloudy,Browns,12,12m WSW,2012
Bills,DOME,Colts,12,13m WSW,2012
Broncos,54f Fair,Chiefs,12,4m N,2012
Seahawks,74f Fair,Dolphins,12,0m N,2012
Falcons,64f Fair,Buccaneers,12,4m WSW,2012
Titans,63f Fair,Jaguars,12,0m N,2012
Ravens,62f Fog,Chargers,12,4m WSW,2012
Rams,DOME,Cardinals,12,0m N,2012
49ers,DOME,Saints,12,7m ENE,2012
Packers,37f Overcast,Giants,12,11m WSW,2012
Panthers,37f A Few Clouds,Eagles,12,0m N,2012
Saints,DOME,Falcons,13,0m N,2012
Jaguars,51f  Light Rain Fog/Mist,Bills,13,13m SSW,2012
Seahawks,61f Mostly Cloudy,Bears,13,3m W,2012
Colts,DOME,Lions,13,10m WSW,2012
Vikings,45f Overcast with Haze,Packers,13,7m NW,2012
Texans,71f Mostly Cloudy,Titans,13,12m SW,2012
Panthers,61f Fair,Chiefs,13,0m N,2012
49ers,DOME,Rams,13,11m W,2012
Patriots,78f Mostly Cloudy,Dolphins,13,13m E,2012
Cardinals,46f  Fog/Mist,Jets,13,4m S,2012
Buccaneers,63f Mostly Cloudy,Broncos,13,0m N,2012
Bengals,66f Fog/Mist,Chargers,13,4m WNW,2012
Browns,62f Partly Cloudy,Raiders,13,11m W,2012
Steelers,56f Overcast,Ravens,13,0m N,2012
Eagles,77f Clear,Cowboys,13,8m SSE,2012
Giants,60f Overcast,Redskins,13,0m N,2012
Broncos,57f Mostly Cloudy,Raiders,14,0m N,2012
Rams,37f Overcast,Bills,14,11m E,2012
Cowboys,54f Overcast,Bengals,14,5m S,2012
Chiefs,44f Overcast,Browns,14,0m N,2012
Eagles,73f Mostly Cloudy,Buccaneers,14,0m N,2012
Ravens,49f Overcast,Redskins,14,8m ENE,2012
Falcons,62f  Fog/Mist,Panthers,14,5m SSW,2012
Jets,69f  Fog/Mist,Jaguars,14,5m N,2012
Titans,DOME,Colts,14,7m SE,2012
Bears,DOME,Vikings,14,12m E,2012
Chargers,51f Partly Cloudy,Steelers,14,6m ESE,2012
Dolphins,64f Fair,49ers,14,0m N,2012
Cardinals,"42f Lt Rain, Fog",Seahawks,14,6m SSE,2012
Saints,43f  Light Drizzle,Giants,14,3m N,2012
Lions,32f  Light Snow Fog/Mist,Packers,14,9m NE,2012
Texans,59f Overcast,Patriots,14,5m WSW,2012
Bengals,40f Fair,Eagles,15,3m SSW,2012
Giants,DOME,Falcons,15,4m SE,2012
Packers,43f Overcast,Bears,15,11m W,2012
Redskins,58f Overcast,Browns,15,9m S,2012
Vikings,DOME,Rams,15,4m NNW,2012
Jaguars,78f A Few Clouds,Dolphins,15,9m SE,2012
Buccaneers,DOME,Saints,15,9m SSW,2012
Broncos,64f  Light Rain,Ravens,15,10m S,2012
Colts,64f  Light Rain,Texans,15,10m S,2012
Lions,DOME,Cardinals,15,3m N,2012
Panthers,59f NA,Chargers,15,2m SSE,2012
Seahawks,DOME,Bills,15,,2012
Steelers,72f Clear,Cowboys,15,6m WSW,2012
Chiefs,56f Overcast,Raiders,15,5m ESE,2012
49ers,37f  Fog/Mist,Patriots,15,4m ENE,2012
Jets,51f Overcast,Titans,15,11m WNW,2012
Falcons,DOME,Lions,16,7m WSW,2012
Saints,64f Clear,Cowboys,16,8m SW,2012
Titans,24f Fair,Packers,16,7m NW,2012
Colts,36f Fair,Chiefs,16,4m N,2012
Bills,72f Partly Cloudy,Dolphins,16,9m ESE,2012
Redskins,44f Partly Cloudy,Eagles,16,9m SSW,2012
Bengals,38f Fair,Steelers,16,12m SW,2012
Rams,63f Mostly Cloudy,Buccaneers,16,6m WSW,2012
Raiders,53f Mostly Cloudy,Panthers,16,5m SW,2012
Patriots,60f Fair,Jaguars,16,0m N,2012
Vikings,75f Overcast,Texans,16,12m SSW,2012
Chargers,41f Fair,Jets,16,8m SW,2012
Browns,48f Partly Cloudy,Broncos,16,3m WNW,2012
Giants,48f Partly Cloudy,Ravens,16,1m S,2012
Bears,DOME,Cardinals,16,3m WNW,2012
49ers,43f Lt Rain,Seahawks,16,3m N,2012
Buccaneers,DOME,Falcons,17,6m NW,2012
Jets,27f Mostly Cloudy,Bills,17,8m WNW,2012
Ravens,28f Fair,Bengals,17,6m SW,2012
Bears,DOME,Lions,17,12m WSW,2012
Jaguars,37f Partly Cloudy,Titans,17,0m N,2012
Texans,DOME,Colts,17,6m SW,2012
Panthers,DOME,Saints,17,5m NNE,2012
Eagles,34f  Blowing Snow and Breezy,Giants,17,21m NW,2012
Browns,27f Overcast,Steelers,17,13m WSW,2012
Rams,42f Mostly Cloudy,Seahawks,17,4m NE,2012
Packers,DOME,Vikings,17,6m SSE,2012
Dolphins,28f Fair,Patriots,17,13m WNW,2012
Raiders,54f NA,Chargers,17,5m W,2012
Cardinals,53f NA,49ers,17,0m N,2012
Chiefs,30f Partly Cloudy,Broncos,17,13m NNW,2012
Cowboys,32f Fair,Redskins,17,10m W,2012
Ravens,81f Mostly Cloudy,Broncos,1,3m WNW,2013
Patriots,65f Partly Cloudy,Bills,1,6m N,2013
Bengals,77f Mostly Cloudy,Bears,1,13m NE,2013
Dolphins,72f Partly Cloudy,Browns,1,16m NNE,2013
Falcons,DOME,Saints,1,9m E,2013
Buccaneers,82f Partly Cloudy,Jets,1,14m WNW,2013
Titans,74f Mostly Cloudy,Steelers,1,5m ENE,2013
Vikings,DOME,Lions,1,8m ENE,2013
Raiders,DOME,Colts,1,5m SSW,2013
Seahawks,87f Mostly Cloudy,Panthers,1,5m NNE,2013
Chiefs,87f A Few Clouds,Jaguars,1,10m NNE,2013
Cardinals,DOME,Rams,1,7m SE,2013
Packers,66f NA,49ers,1,0m N,2013
Giants,86f Fair,Cowboys,1,3m SE,2013
Eagles,72f Mostly Cloudy,Redskins,1,4m SSE,2013
Texans,66f NA,Chargers,1,3m WNW,2013
Jets,72f  Thunderstorm Rain Fog/Mist,Patriots,2,4m SW,2013
Rams,DOME,Falcons,2,0m N,2013
Panthers,66f Mostly Cloudy,Bills,2,10m SW,2013
Vikings,62f  Light Rain,Bears,2,0m N,2013
Redskins,62f Overcast,Packers,2,3m N,2013
Dolphins,DOME,Colts,2,12m SSW,2013
Cowboys,79f A Few Clouds,Chiefs,2,3m N,2013
Browns,78f Partly Cloudy,Ravens,2,0m N,2013
Titans,91f Mostly Cloudy,Texans,2,9m E,2013
Chargers,72f Mostly Cloudy,Eagles,2,7m SW,2013
Lions,DOME,Cardinals,2,4m N,2013
Saints,75f Overcast,Buccaneers,2,7m SE,2013
Jaguars,72f Fair,Raiders,2,9m WSW,2013
Broncos,67f Fair,Giants,2,3m W,2013
49ers,"64f Thunder, Lt Rain",Seahawks,2,6m SE,2013
Steelers,58f Fair,Bengals,2,3m NNE,2013
Chiefs,64f Fair,Eagles,3,5m SW,2013
Packers,67f Fair,Bengals,3,7m NE,2013
Rams,79f Clear,Cowboys,3,6m ENE,2013
Chargers,76f Fair,Titans,3,7m NNE,2013
Browns,DOME,Vikings,3,16m ESE,2013
Buccaneers,72f Fair,Patriots,3,12m W,2013
Cardinals,DOME,Saints,3,10m NE,2013
Lions,71f Overcast,Redskins,3,11m NW,2013
Giants,77f Partly Cloudy,Panthers,3,10m NNE,2013
Texans,72f Mostly Clear,Ravens,3,0m N,2013
Falcons,85f Fair,Dolphins,3,4m SE,2013
Bills,64f Mostly Cloudy,Jets,3,9m WNW,2013
Colts,64f NA,49ers,3,0m N,2013
Jaguars,61f Mostly Cloudy,Seahawks,3,15m S,2013
Bears,52f Overcast,Steelers,3,4m N,2013
Raiders,57f Partly Cloudy,Broncos,3,15m W,2013
49ers,DOME,Rams,4,5m ESE,2013
Ravens,74f Mostly Cloudy,Bills,4,8m SW,2013
Bengals,0f Overcast,Browns,4,5m S,2013
Bears,DOME,Lions,4,3m SSW,2013
Giants,73f Fair,Chiefs,4,5m ENE,2013
Steelers,60f Mostly Cloudy,Vikings,4,,2013
Cardinals,84f Partly Cloudy,Buccaneers,4,7m WSW,2013
Colts,80f Mostly Cloudy,Jaguars,4,11m NE,2013
Seahawks,82f Mostly Cloudy,Texans,4,9m N,2013
Jets,68f  Light Rain,Titans,4,4m SSW,2013
Eagles,73f Mostly Cloudy,Broncos,4,6m NW,2013
Cowboys,80f NA,Chargers,4,6m WNW,2013
Redskins,72f A Few Clouds,Raiders,4,5m SW,2013
Patriots,DOME,Falcons,4,0m N,2013
Dolphins,DOME,Saints,4,4m E,2013
Bills,63f  Light Rain,Browns,5,8m S,2013
Saints,61f Mostly Cloudy,Bears,5,12m WSW,2013
Patriots,74f Mostly Cloudy,Bengals,5,16m S,2013
Jaguars,DOME,Rams,5,13m W,2013
Ravens,87f A Few Clouds,Dolphins,5,6m SSE,2013
Eagles,69f  Fog/Mist,Giants,5,9m ESE,2013
Lions,61f Fair,Packers,5,12m WSW,2013
Chiefs,63f  Light Rain,Titans,5,6m WNW,2013
Seahawks,DOME,Colts,5,9m SW,2013
Panthers,DOME,Cardinals,5,0m N,2013
Broncos,75f Clear,Cowboys,5,7m NW,2013
Texans,73f A Few Clouds,49ers,5,0m N,2013
Chargers,63f Partly Cloudy,Raiders,5,0m N,2013
Jets,DOME,Falcons,5,0m N,2013
Giants,63f Fair,Bears,6,6m E,2013
Bengals,68f Overcast,Bills,6,5m SSW,2013
Lions,67f Overcast,Browns,6,8m N,2013
Raiders,70f Fair,Chiefs,6,11m E,2013
Panthers,DOME,Vikings,6,5m SW,2013
Eagles,84f Mostly Cloudy,Buccaneers,6,4m N,2013
Packers,68f Areas Drizzle,Ravens,6,0m N,2013
Rams,76f Overcast,Texans,6,5m ENE,2013
Steelers,65f Fair,Jets,6,10m E,2013
Jaguars,59f Partly Cloudy with Haze,Broncos,6,4m NNW,2013
Titans,57f Partly Cloudy,Seahawks,6,3m N,2013
Saints,47f Fair,Patriots,6,0m N,2013
Cardinals,67f Clear,49ers,6,0m N,2013
Redskins,72f Fair,Cowboys,6,6m E,2013
Colts,65f NA,Chargers,6,3m WSW,2013
Seahawks,DOME,Cardinals,7,5m SSW,2013
Buccaneers,DOME,Falcons,7,0m N,2013
Bengals,DOME,Lions,7,8m SW,2013
Texans,70f Fair,Chiefs,7,10m SW,2013
Bills,87f Mostly Cloudy,Dolphins,7,11m E,2013
Patriots,65f Fair,Jets,7,12m W,2013
Cowboys,62f A Few Clouds,Eagles,7,12m NW,2013
Bears,62f Fair,Redskins,7,8m WNW,2013
Rams,64f Partly Cloudy,Panthers,7,0m N,2013
